0	2	-2358.490566	220	275
0	1	-1001.001001	220	275
1	11	-1623.376623	220	275
2	11	-625	220	275
2	4	-925.9259259	220	275
3	10	-1453.488372	220	275
3	4	-12531.32832	440	550
4	5	-1851.851852	220	275
4	10	-1466.27566	220	275
5	6	-4807.692308	220	275
6	11	-2941.176471	220	275
7	29	-1984.126984	220	275
7	8	-3278.688525	1100	1375
7	4	-3745.318352	880	1100
8	9	-3105.590062	1100	1375
10	11	-5102.040816	220	275
10	12	-1367.989056	220	275
11	116	-714.2857143	220	275
11	13	-1414.427157	220	275
11	15	-1199.040767	220	275
12	14	-409.1653028	220	275
13	14	-512.8205128	220	275
14	18	-2538.071066	220	275
14	32	-803.8585209	220	275
14	16	-2288.329519	440	550
15	16	-555.247085	220	275
16	112	-3322.259136	220	275
16	30	-639.7952655	220	275
16	17	-1980.19802	220	275
17	18	-2028.397566	220	275
18	33	-404.8582996	220	275
18	19	-854.7008547	220	275
19	20	-1177.856302	220	275
20	21	-1030.927835	220	275
21	22	-628.9308176	220	275
22	31	-867.3026886	220	275
22	24	-1250	440	550
22	23	-2032.520325	220	275
23	69	-243.0133657	220	275
23	71	-510.2040816	220	275
24	26	-613.4969325	440	550
25	29	-1162.790698	660	825
25	24	-2617.801047	220	275
26	114	-1349.527665	220	275
26	27	-1169.590643	220	275
26	31	-1324.503311	220	275
27	28	-1060.445387	220	275
28	30	-3021.148036	220	275
29	16	-2577.319588	660	825
29	37	-1851.851852	220	275
30	31	-1015.228426	220	275
31	113	-1633.986928	220	275
31	112	-492.6108374	220	275
32	36	-704.2253521	220	275
33	42	-594.8839976	220	275
33	36	-10638.29787	440	550
33	35	-3731.343284	220	275
34	36	-2012.072435	220	275
34	35	-9803.921569	220	275
36	39	-595.2380952	220	275
36	38	-943.3962264	220	275
37	64	-1014.198783	440	550
37	36	-2666.666667	660	825
38	39	-1652.892562	220	275
39	41	-546.4480874	220	275
39	40	-2053.38809	220	275
40	41	-740.7407407	220	275
41	48	-309.5975232	220	275
41	48	-309.5975232	220	275
42	43	-407.4979625	220	275
43	44	-1109.877913	220	275
44	48	-537.6344086	220	275
44	45	-737.4631268	220	275
45	47	-529.1005291	220	275
45	46	-787.4015748	220	275
46	68	-359.9712023	220	275
46	48	-1600	220	275
47	48	-1980.19802	220	275
48	68	-308.6419753	220	275
48	65	-1088.139282	440	550
48	65	-1088.139282	440	550
48	53	-346.0207612	220	275
48	53	-343.6426117	220	275
48	50	-729.9270073	220	275
48	49	-1329.787234	220	275
49	56	-746.2686567	220	275
50	57	-1390.820584	220	275
50	51	-1700.680272	220	275
51	52	-611.6207951	220	275
52	53	-819.6721311	220	275
53	58	-436.1098997	220	275
53	55	-10471.20419	220	275
53	54	-1414.427157	220	275
54	58	-463.3920297	220	275
54	55	-6622.516556	220	275
55	58	-398.4063745	220	275
55	58	-418.4100418	220	275
55	57	-1035.196687	220	275
55	56	-1035.196687	220	275
58	60	-666.6666667	220	275
58	59	-689.6551724	220	275
59	61	-1782.531194	220	275
59	60	-7407.407407	440	550
60	61	-2659.574468	220	275
61	66	-854.7008547	220	275
61	65	-458.7155963	220	275
62	63	-5000	440	550
62	58	-2590.673575	440	550
63	64	-3311.258278	440	550
63	60	-3731.343284	220	275
64	67	-6250	220	275
64	65	-2702.702703	220	275
65	66	-985.2216749	220	275
67	115	-24691.35802	440	550
67	80	-4950.49505	220	275
67	68	-2702.702703	440	550
68	76	-990.0990099	220	275
68	74	-819.6721311	440	550
68	69	-787.4015748	440	550
69	74	-709.2198582	220	275
69	73	-755.8578987	220	275
69	70	-2816.901408	220	275
70	72	-2202.643172	220	275
70	71	-555.5555556	220	275
73	74	-2463.054187	220	275
74	117	-2079.002079	220	275
74	76	-500.2501251	220	275
75	117	-1838.235294	220	275
75	76	-675.6756757	220	275
76	81	-1172.332943	220	275
76	79	-2061.85567	220	275
76	79	-952.3809524	440	550
76	77	-8064.516129	220	275
77	78	-4098.360656	220	275
78	79	-1420.454545	220	275
79	98	-485.4368932	220	275
79	97	-925.9259259	220	275
79	96	-1070.663812	220	275
79	95	-549.4505495	220	275
80	79	-2702.702703	220	275
81	95	-1886.792453	220	275
81	82	-2728.51296	220	275
82	84	-675.6756757	220	275
82	83	-757.5757576	220	275
83	84	-1560.062402	220	275
84	88	-578.0346821	220	275
84	87	-980.3921569	220	275
84	85	-813.0081301	220	275
85	86	-482.1600771	220	275
87	88	-1404.494382	440	550
88	91	-1980.19802	220	275
88	91	-632.5110689	220	275
88	89	-531.9148936	220	275
88	89	-1003.009027	660	825
89	90	-1196.172249	660	825
90	91	-786.163522	220	275
91	101	-1788.908766	220	275
91	99	-338.9830508	220	275
91	93	-632.9113924	220	275
91	92	-1179.245283	220	275
92	93	-1366.120219	220	275
93	99	-1724.137931	220	275
93	95	-1150.747986	220	275
93	94	-2304.147465	220	275
94	95	-1828.153565	220	275
95	96	-1129.943503	220	275
97	99	-558.6592179	220	275
98	99	-1230.0123	220	275
99	105	-436.6812227	220	275
99	103	-490.1960784	220	275
99	102	-1904.761905	440	550
99	100	-792.3930269	220	275
100	101	-892.8571429	220	275
102	109	-551.5719801	220	275
102	104	-615.3846154	220	275
102	103	-631.3131313	220	275
103	104	-2645.502646	220	275
104	107	-1422.475107	220	275
104	106	-546.4480874	220	275
104	105	-1828.153565	220	275
105	106	-546.4480874	220	275
107	108	-3472.222222	220	275
108	109	-1312.335958	220	275
109	111	-1562.5	220	275
109	110	-1324.503311	220	275
113	114	-9615.384615	220	275
