0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.9428880	-0.0225951	-0.0345167	0.0285386	0.0285733	-0.0154660	-0.0071291	0.0285386	-0.0345167	0.0285733	-0.0006979	0.0006979	-0.0022781	0.0015802	0.0054035	0.0053910	-0.0021754	-0.0021879	0.0032282	0.0015462	0.0016569	0.0009943	0.0005518	0.0032282	-0.0053498	-0.0008897	-0.0008897	0.0071291	0.0009595	-0.0030811	0.0008299	0.0001295	0.0004150	0.0004150	-0.0015406	-0.0015406	-0.0015406	-0.0015406	-0.0001295	-0.0004299	0.0000648	-0.0001348	0.0000700	0.0000205	0.0000443	0.0002865	0.0002766	0.0000205	0.0000700	0.0000443	0	-0.0000196	0.0000196	0.0000722	0.0002153	-0.0000047	0.0001385	0.0000675	0.0001479	0.0002059	0.0001479	0.0000675	0.0005504	0.0001390	0.0001390	-0.0002766	0.0001519	0.0004661	-0.0002405	-0.0000375	-0.0001203	-0.0001203	0.0002330	0.0002330	0.0002330	0.0002330	0.0000375	0.0000134	-0.0000280	0.0000145	0.0000043	0.0000092	0.0000594	-0.0000874	0.0000043	0.0000145	0.0000092	0	-0.0000041	0.0000041	-0.0000444	0.0001040	-0.0000604	0.0000881	-0.0001048	0.0000803	0.0001118	0.0000803	-0.0001048	0.0002729	-0.0001801	-0.0001801	0.0000874	-0.0004596	0.0006277	-0.0004509	-0.0000088	0.0001845	0.0001845	0.0003139	0.0003139	0.0003139	0.0003139	0.0000088	0.0008198	-0.0008198	0.0008198
-0.3405410	-0.4419040	-0.2175550	-0.2106220	-0.1299190	0.3346270	0.2234690	-0.2106220	-0.2175550	-0.1299190	0.0218764	-0.0218764	-0.0368929	0.0587693	0.0433591	0.0437527	-0.1445490	-0.1441550	-0.1011900	-0.0484653	-0.0519372	-0.0311676	-0.0172978	-0.1011900	0.1676950	0.0278869	0.0278869	-0.2234690	-0.0300751	0.0965802	-0.0260149	-0.0040601	-0.0130075	-0.0130075	0.0482901	0.0482901	0.0482901	0.0482901	0.0040601	0.0134754	-0.0020315	0.0042251	-0.0021936	-0.0006439	-0.0013876	-0.0089805	-0.0086708	-0.0006439	-0.0021936	-0.0013876	0	0.0006131	-0.0006131	-0.0022626	-0.0067487	0.0001459	-0.0043402	-0.0021167	-0.0046363	-0.0064526	-0.0046363	-0.0021167	-0.0172533	-0.0043576	-0.0043576	0.0086708	-0.0047601	-0.0146099	0.0075387	0.0011766	0.0037694	0.0037694	-0.0073050	-0.0073050	-0.0073050	-0.0073050	-0.0011766	-0.0004213	0.0008762	-0.0004549	-0.0001335	-0.0002877	-0.0018623	0.0027385	-0.0001335	-0.0004549	-0.0002877	0	0.0001271	-0.0001271	0.0013923	-0.0032610	0.0018918	-0.0027616	0.0032841	-0.0025181	-0.0035045	-0.0025181	0.0032841	-0.0085535	0.0056460	0.0056460	-0.0027385	0.0144068	-0.0196762	0.0141323	0.0002745	-0.0057833	-0.0057833	-0.0098381	-0.0098381	-0.0098381	-0.0098381	-0.0002745	-0.0256988	0.0256988	-0.0256988
-0.6840020	-0.1493680	-0.1666300	-0.6079120	-0.0760907	-0.1217400	-0.0276275	0.3920880	-0.1666300	-0.0760907	-0.0027046	0.0027046	-0.0534028	0.0506982	0.1084970	0.1084480	-0.0959869	-0.0960356	0.0125101	0.0059918	0.0064210	0.0038533	0.0021385	0.0125101	-0.0207322	-0.0034477	-0.0034477	0.0276275	0.0037182	-0.0119402	0.0032162	0.0005020	0.0016081	0.0016081	-0.0059701	-0.0059701	-0.0059701	-0.0059701	-0.0005020	-0.0016660	0.0002512	-0.0005224	0.0002712	0.0000796	0.0001715	0.0011103	0.0010720	0.0000796	0.0002712	0.0001715	0	-0.0000758	0.0000758	0.0002797	0.0008343	-0.0000180	0.0005366	0.0002617	0.0005732	0.0007977	0.0005732	0.0002617	0.0021330	0.0005387	0.0005387	-0.0010720	0.0005885	0.0018062	-0.0009320	-0.0001455	-0.0004660	-0.0004660	0.0009031	0.0009031	0.0009031	0.0009031	0.0001455	0.0000521	-0.0001083	0.0000562	0.0000165	0.0000356	0.0002302	-0.0003386	0.0000165	0.0000562	0.0000356	0	-0.0000157	0.0000157	-0.0001721	0.0004032	-0.0002339	0.0003414	-0.0004060	0.0003113	0.0004333	0.0003113	-0.0004060	0.0010575	-0.0006980	-0.0006980	0.0003386	-0.0017811	0.0024326	-0.0017472	-0.0000339	0.0007150	0.0007150	0.0012163	0.0012163	0.0012163	0.0012163	0.0000339	0.0031772	-0.0031772	0.0031772
-0.2095660	-0.0876406	-0.7027930	-0.0884222	-0.1211440	-0.0409017	-0.0467389	-0.0884222	0.2972070	-0.1211440	-0.0045755	0.0045755	0.0286935	-0.0332690	-0.0502740	-0.0503564	0.0714381	0.0713557	0.0211640	0.0101366	0.0108628	0.0065188	0.0036179	0.0211640	-0.0350737	-0.0058326	-0.0058326	0.0467389	0.0062903	-0.0201999	0.0054411	0.0008492	0.0027205	0.0027205	-0.0101000	-0.0101000	-0.0101000	-0.0101000	-0.0008492	-0.0028184	0.0004249	-0.0008837	0.0004588	0.0001347	0.0002902	0.0018783	0.0018135	0.0001347	0.0004588	0.0002902	0	-0.0001282	0.0001282	0.0004732	0.0014115	-0.0000305	0.0009078	0.0004427	0.0009697	0.0013496	0.0009697	0.0004427	0.0036086	0.0009114	0.0009114	-0.0018135	0.0009956	0.0030557	-0.0015767	-0.0002461	-0.0007884	-0.0007884	0.0015279	0.0015279	0.0015279	0.0015279	0.0002461	0.0000881	-0.0001833	0.0000951	0.0000279	0.0000602	0.0003895	-0.0005728	0.0000279	0.0000951	0.0000602	0	-0.0000266	0.0000266	-0.0002912	0.0006821	-0.0003957	0.0005776	-0.0006869	0.0005267	0.0007330	0.0005267	-0.0006869	0.0017890	-0.0011809	-0.0011809	0.0005728	-0.0030132	0.0041153	-0.0029558	-0.0000574	0.0012096	0.0012096	0.0020577	0.0020577	0.0020577	0.0020577	0.0000574	0.0053750	-0.0053750	0.0053750
-0.5510260	-0.1408150	-0.3081590	-0.1296940	-0.4213330	-0.0669045	-0.0739105	-0.1296940	-0.3081590	0.5786670	-0.0072354	0.0072354	0.0437699	-0.0510053	-0.0763490	-0.0764792	0.1098170	0.1096860	0.0334677	0.0160295	0.0171778	0.0103084	0.0057211	0.0334677	-0.0554637	-0.0092234	-0.0092234	0.0739105	0.0099471	-0.0319431	0.0086042	0.0013429	0.0043021	0.0043021	-0.0159715	-0.0159715	-0.0159715	-0.0159715	-0.0013429	-0.0044569	0.0006719	-0.0013974	0.0007255	0.0002130	0.0004589	0.0029702	0.0028678	0.0002130	0.0007255	0.0004589	0	-0.0002028	0.0002028	0.0007483	0.0022321	-0.0000483	0.0014355	0.0007001	0.0015334	0.0021341	0.0015334	0.0007001	0.0057064	0.0014413	0.0014413	-0.0028678	0.0015744	0.0048321	-0.0024934	-0.0003891	-0.0012467	-0.0012467	0.0024161	0.0024161	0.0024161	0.0024161	0.0003891	0.0001393	-0.0002898	0.0001505	0.0000442	0.0000952	0.0006160	-0.0009057	0.0000442	0.0001505	0.0000952	0	-0.0000420	0.0000420	-0.0004605	0.0010786	-0.0006257	0.0009134	-0.0010862	0.0008328	0.0011591	0.0008328	-0.0010862	0.0028290	-0.0018674	-0.0018674	0.0009057	-0.0047649	0.0065077	-0.0046741	-0.0000908	0.0019128	0.0019128	0.0032539	0.0032539	0.0032539	0.0032539	0.0000908	0.0084997	-0.0084997	0.0084997
-0.4421110	-0.2306560	-0.3272330	-0.2428160	-0.1992950	-0.1143840	-0.1162720	-0.2428160	-0.3272330	-0.1992950	0.6784330	0.3215670	0.3220380	0.3563950	0.0125651	-0.0477269	-0.0549207	-0.1152130	-0.0423557	-0.1180420	-0.0448977	0.0150682	-0.1331100	-0.0423557	-0.0600693	-0.0281013	-0.0281013	0.1162720	-0.0072087	-0.0952162	-0.0062355	-0.0009732	-0.0031178	-0.0031178	-0.0476081	-0.0476081	-0.0476081	-0.0476081	0.0009732	-0.1250460	0.0233500	-0.0485639	0.0252138	0.0074011	0.0159490	0.1032230	0.1697800	0.0074011	0.0252138	0.0159490	0	-0.0070468	0.0070468	0.0472065	0.0563706	0.0195227	0.0286868	0.0667293	0.0355628	0.0494946	0.0355628	0.0667293	-0.0059756	0.0213229	0.0213229	-0.1697800	0.0823999	-0.0216462	-0.0368886	-0.0057572	-0.0184443	-0.0184443	-0.0108231	-0.0108231	-0.0108231	-0.0108231	0.0057572	0.0010395	-0.0021620	0.0011225	0.0003295	0.0007100	0.0045953	-0.0067572	0.0003295	0.0011225	0.0007100	0	-0.0003137	0.0003137	-0.0034355	0.0080466	-0.0046679	0.0068141	-0.0081034	0.0062133	0.0086474	0.0062133	-0.0081034	0.0211056	-0.0139314	-0.0139314	0.0067572	-0.0355485	0.0485506	-0.0348712	-0.0006773	0.0142701	0.0142701	0.0242753	0.0242753	0.0242753	0.0242753	0.0006773	0.0634113	-0.0634113	0.0634113
-0.4451520	-0.2243310	-0.3305160	-0.2437800	-0.2013720	-0.1278270	-0.0965047	-0.2437800	-0.3305160	-0.2013720	-0.1877760	0.1877760	0.3898510	0.4223720	0.0264798	-0.0082351	-0.0374008	-0.0721156	-0.0109210	-0.0614315	-0.0189192	0.0127994	-0.0742310	-0.0109210	-0.0567909	-0.0198569	-0.0198569	0.0965047	-0.0001528	-0.0675591	-0.0001322	-0.0000206	-0.0000661	-0.0000661	-0.0337795	-0.0337795	-0.0337795	-0.0337795	0.0000206	-0.0736788	0.0136939	-0.0284807	0.0147869	0.0043404	0.0093534	0.0605361	0.0987596	0.0043404	0.0147869	0.0093534	0	-0.0041327	0.0041327	0.0274399	0.0333039	0.0112045	0.0170685	0.0386445	0.0210608	0.0293115	0.0210608	0.0386445	-0.0011456	0.0128371	0.0128371	-0.0987596	0.0480045	-0.0105057	-0.0222082	-0.0034660	-0.0111041	-0.0111041	-0.0052528	-0.0052528	-0.0052528	-0.0052528	0.0034660	0.0006535	-0.0013592	0.0007057	0.0002071	0.0004464	0.0028891	-0.0042483	0.0002071	0.0007057	0.0004464	0	-0.0001972	0.0001972	-0.0021599	0.0050589	-0.0029347	0.0042840	-0.0050946	0.0039063	0.0054366	0.0039063	-0.0050946	0.0132691	-0.0087587	-0.0087587	0.0042483	-0.0223493	0.0305238	-0.0219235	-0.0004258	0.0089716	0.0089716	0.0152619	0.0152619	0.0152619	0.0152619	0.0004258	0.0398667	-0.0398667	0.0398667
-0.4720020	-0.2531810	-0.2748170	-0.3102020	-0.1618000	-0.2087680	-0.0444136	-0.3102020	-0.2748170	-0.1618000	-0.0043479	0.0043479	-0.0952686	0.0909208	0.1929200	0.1928420	-0.1728090	-0.1728870	0.0201111	0.0096323	0.0103223	0.0061944	0.0034379	0.0201111	-0.0333288	-0.0055424	-0.0055424	0.0444136	0.0059773	-0.0191950	0.0051704	0.0008069	0.0025852	0.0025852	-0.0095975	-0.0095975	-0.0095975	-0.0095975	-0.0008069	-0.0026782	0.0004037	-0.0008397	0.0004360	0.0001280	0.0002758	0.0017848	0.0017233	0.0001280	0.0004360	0.0002758	0	-0.0001218	0.0001218	0.0004497	0.0013413	-0.0000290	0.0008626	0.0004207	0.0009214	0.0012824	0.0009214	0.0004207	0.0034290	0.0008661	0.0008661	-0.0017233	0.0009461	0.0029037	-0.0014983	-0.0002338	-0.0007491	-0.0007491	0.0014518	0.0014518	0.0014518	0.0014518	0.0002338	0.0000837	-0.0001741	0.0000904	0.0000265	0.0000572	0.0003701	-0.0005443	0.0000265	0.0000904	0.0000572	0	-0.0000253	0.0000253	-0.0002767	0.0006481	-0.0003760	0.0005489	-0.0006527	0.0005005	0.0006965	0.0005005	-0.0006527	0.0017000	-0.0011221	-0.0011221	0.0005443	-0.0028633	0.0039106	-0.0028087	-0.0000546	0.0011494	0.0011494	0.0019553	0.0019553	0.0019553	0.0019553	0.0000546	0.0051075	-0.0051075	0.0051075
-0.4265280	-0.1783740	-0.3950970	-0.1799650	-0.2465630	-0.0832469	-0.0951274	-0.1799650	-0.3950970	-0.2465630	-0.0093125	0.0093125	0.0583998	-0.0677122	-0.1023220	-0.1024900	0.1453970	0.1452300	0.0430751	0.0206310	0.0221089	0.0132676	0.0073634	0.0430751	-0.0713853	-0.0118711	-0.0118711	0.0951274	0.0128025	-0.0411128	0.0110742	0.0017283	0.0055371	0.0055371	-0.0205564	-0.0205564	-0.0205564	-0.0205564	-0.0017283	-0.0057363	0.0008648	-0.0017986	0.0009338	0.0002741	0.0005907	0.0038229	0.0036910	0.0002741	0.0009338	0.0005907	0	-0.0002610	0.0002610	0.0009632	0.0028728	-0.0000621	0.0018476	0.0009011	0.0019736	0.0027468	0.0019736	0.0009011	0.0073445	0.0018550	0.0018550	-0.0036910	0.0020263	0.0062192	-0.0032091	-0.0005008	-0.0016046	-0.0016046	0.0031096	0.0031096	0.0031096	0.0031096	0.0005008	0.0001793	-0.0003730	0.0001936	0.0000568	0.0001225	0.0007928	-0.0011658	0.0000568	0.0001936	0.0001225	0	-0.0000541	0.0000541	-0.0005927	0.0013882	-0.0008053	0.0011756	-0.0013980	0.0010719	0.0014918	0.0010719	-0.0013980	0.0036411	-0.0024034	-0.0024034	0.0011658	-0.0061328	0.0083759	-0.0060159	-0.0001168	0.0024619	0.0024619	0.0041879	0.0041879	0.0041879	0.0041879	0.0001168	0.0109396	-0.0109396	0.0109396
