72.36	68.04	64.8	63.72	63.72	64.8	79.92	92.88	102.6	103.68	103.68	102.6	102.6	102.6	100.44	101.52	106.92	108	108	103.68	98.28	89.64	78.84	68.04
64.99	61.11	58.2	57.23	57.23	58.2	71.78	83.42	92.15	93.12	93.12	92.15	92.15	92.15	90.21	91.18	96.03	97	97	93.12	88.27	80.51	70.81	61.11
120.6	113.4	108	106.2	106.2	108	133.2	154.8	171	172.8	172.8	171	171	171	167.4	169.2	178.2	180	180	172.8	163.8	149.4	131.4	113.4
49.58	46.62	44.4	43.66	43.66	44.4	54.76	63.64	70.3	71.04	71.04	70.3	70.3	70.3	68.82	69.56	73.26	74	74	71.04	67.34	61.42	54.02	46.62
47.57	44.73	42.6	41.89	41.89	42.6	52.54	61.06	67.45	68.16	68.16	67.45	67.45	67.45	66.03	66.74	70.29	71	71	68.16	64.61	58.93	51.83	44.73
91.12	85.68	81.6	80.24	80.24	81.6	100.64	116.96	129.2	130.56	130.56	129.2	129.2	129.2	126.48	127.84	134.64	136	136	130.56	123.76	112.88	99.28	85.68
83.75	78.75	75	73.75	73.75	75	92.5	107.5	118.75	120	120	118.75	118.75	118.75	116.25	117.5	123.75	125	125	120	113.75	103.75	91.25	78.75
114.57	107.73	102.6	100.89	100.89	102.6	126.54	147.06	162.45	164.16	164.16	162.45	162.45	162.45	159.03	160.74	169.29	171	171	164.16	155.61	141.93	124.83	107.73
117.25	110.25	105	103.25	103.25	105	129.5	150.5	166.25	168	168	166.25	166.25	166.25	162.75	164.5	173.25	175	175	168	159.25	145.25	127.75	110.25
130.65	122.85	117	115.05	115.05	117	144.3	167.7	185.25	187.2	187.2	185.25	185.25	185.25	181.35	183.3	193.05	195	195	187.2	177.45	161.85	142.35	122.85
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499.15	469.35	447	439.55	439.55	447	551.3	640.7	707.75	715.2	715.2	707.75	707.75	707.75	692.85	700.3	737.55	745	745	715.2	677.95	618.35	543.85	469.35
53.868	50.652	48.24	47.436	47.436	48.24	59.496	69.144	76.38	77.184	77.184	76.38	76.38	76.38	74.772	75.576	79.596	80.4	80.4	77.184	73.164	66.732	58.692	50.652
88.038	82.782	78.84	77.526	77.526	78.84	97.236	113.004	124.83	126.144	126.144	124.83	124.83	124.83	122.202	123.516	130.086	131.4	131.4	126.144	119.574	109.062	95.922	82.782
67	63	60	59	59	60	74	86	95	96	96	95	95	95	93	94	99	100	100	96	91	83	73	63
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223.11	209.79	199.8	196.47	196.47	199.8	246.42	286.38	316.35	319.68	319.68	316.35	316.35	316.35	309.69	313.02	329.67	333	333	319.68	303.03	276.39	243.09	209.79
50.317	47.313	45.06	44.309	44.309	45.06	55.574	64.586	71.345	72.096	72.096	71.345	71.345	71.345	69.843	70.594	74.349	75.1	75.1	72.096	68.341	62.333	54.823	47.313
35.577	33.453	31.86	31.329	31.329	31.86	39.294	45.666	50.445	50.976	50.976	50.445	50.445	50.445	49.383	49.914	52.569	53.1	53.1	50.976	48.321	44.073	38.763	33.453
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72.36	68.04	64.8	63.72	63.72	64.8	79.92	92.88	102.6	103.68	103.68	102.6	102.6	102.6	100.44	101.52	106.92	108	108	103.68	98.28	89.64	78.84	68.04
64.99	61.11	58.2	57.23	57.23	58.2	71.78	83.42	92.15	93.12	93.12	92.15	92.15	92.15	90.21	91.18	96.03	97	97	93.12	88.27	80.51	70.81	61.11
120.6	113.4	108	106.2	106.2	108	133.2	154.8	171	172.8	172.8	171	171	171	167.4	169.2	178.2	180	180	172.8	163.8	149.4	131.4	113.4
49.58	46.62	44.4	43.66	43.66	44.4	54.76	63.64	70.3	71.04	71.04	70.3	70.3	70.3	68.82	69.56	73.26	74	74	71.04	67.34	61.42	54.02	46.62
47.57	44.73	42.6	41.89	41.89	42.6	52.54	61.06	67.45	68.16	68.16	67.45	67.45	67.45	66.03	66.74	70.29	71	71	68.16	64.61	58.93	51.83	44.73
91.12	85.68	81.6	80.24	80.24	81.6	100.64	116.96	129.2	130.56	130.56	129.2	129.2	129.2	126.48	127.84	134.64	136	136	130.56	123.76	112.88	99.28	85.68
83.75	78.75	75	73.75	73.75	75	92.5	107.5	118.75	120	120	118.75	118.75	118.75	116.25	117.5	123.75	125	125	120	113.75	103.75	91.25	78.75
114.57	107.73	102.6	100.89	100.89	102.6	126.54	147.06	162.45	164.16	164.16	162.45	162.45	162.45	159.03	160.74	169.29	171	171	164.16	155.61	141.93	124.83	107.73
117.25	110.25	105	103.25	103.25	105	129.5	150.5	166.25	168	168	166.25	166.25	166.25	162.75	164.5	173.25	175	175	168	159.25	145.25	127.75	110.25
130.65	122.85	117	115.05	115.05	117	144.3	167.7	185.25	187.2	187.2	185.25	185.25	185.25	181.35	183.3	193.05	195	195	187.2	177.45	161.85	142.35	122.85
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499.15	469.35	447	439.55	439.55	447	551.3	640.7	707.75	715.2	715.2	707.75	707.75	707.75	692.85	700.3	737.55	745	745	715.2	677.95	618.35	543.85	469.35
53.868	50.652	48.24	47.436	47.436	48.24	59.496	69.144	76.38	77.184	77.184	76.38	76.38	76.38	74.772	75.576	79.596	80.4	80.4	77.184	73.164	66.732	58.692	50.652
88.038	82.782	78.84	77.526	77.526	78.84	97.236	113.004	124.83	126.144	126.144	124.83	124.83	124.83	122.202	123.516	130.086	131.4	131.4	126.144	119.574	109.062	95.922	82.782
67	63	60	59	59	60	74	86	95	96	96	95	95	95	93	94	99	100	100	96	91	83	73	63
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223.11	209.79	199.8	196.47	196.47	199.8	246.42	286.38	316.35	319.68	319.68	316.35	316.35	316.35	309.69	313.02	329.67	333	333	319.68	303.03	276.39	243.09	209.79
50.317	47.313	45.06	44.309	44.309	45.06	55.574	64.586	71.345	72.096	72.096	71.345	71.345	71.345	69.843	70.594	74.349	75.1	75.1	72.096	68.341	62.333	54.823	47.313
35.577	33.453	31.86	31.329	31.329	31.86	39.294	45.666	50.445	50.976	50.976	50.445	50.445	50.445	49.383	49.914	52.569	53.1	53.1	50.976	48.321	44.073	38.763	33.453
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72.36	68.04	64.8	63.72	63.72	64.8	79.92	92.88	102.6	103.68	103.68	102.6	102.6	102.6	100.44	101.52	106.92	108	108	103.68	98.28	89.64	78.84	68.04
64.99	61.11	58.2	57.23	57.23	58.2	71.78	83.42	92.15	93.12	93.12	92.15	92.15	92.15	90.21	91.18	96.03	97	97	93.12	88.27	80.51	70.81	61.11
120.6	113.4	108	106.2	106.2	108	133.2	154.8	171	172.8	172.8	171	171	171	167.4	169.2	178.2	180	180	172.8	163.8	149.4	131.4	113.4
49.58	46.62	44.4	43.66	43.66	44.4	54.76	63.64	70.3	71.04	71.04	70.3	70.3	70.3	68.82	69.56	73.26	74	74	71.04	67.34	61.42	54.02	46.62
47.57	44.73	42.6	41.89	41.89	42.6	52.54	61.06	67.45	68.16	68.16	67.45	67.45	67.45	66.03	66.74	70.29	71	71	68.16	64.61	58.93	51.83	44.73
91.12	85.68	81.6	80.24	80.24	81.6	100.64	116.96	129.2	130.56	130.56	129.2	129.2	129.2	126.48	127.84	134.64	136	136	130.56	123.76	112.88	99.28	85.68
83.75	78.75	75	73.75	73.75	75	92.5	107.5	118.75	120	120	118.75	118.75	118.75	116.25	117.5	123.75	125	125	120	113.75	103.75	91.25	78.75
114.57	107.73	102.6	100.89	100.89	102.6	126.54	147.06	162.45	164.16	164.16	162.45	162.45	162.45	159.03	160.74	169.29	171	171	164.16	155.61	141.93	124.83	107.73
117.25	110.25	105	103.25	103.25	105	129.5	150.5	166.25	168	168	166.25	166.25	166.25	162.75	164.5	173.25	175	175	168	159.25	145.25	127.75	110.25
130.65	122.85	117	115.05	115.05	117	144.3	167.7	185.25	187.2	187.2	185.25	185.25	185.25	181.35	183.3	193.05	195	195	187.2	177.45	161.85	142.35	122.85
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499.15	469.35	447	439.55	439.55	447	551.3	640.7	707.75	715.2	715.2	707.75	707.75	707.75	692.85	700.3	737.55	745	745	715.2	677.95	618.35	543.85	469.35
53.868	50.652	48.24	47.436	47.436	48.24	59.496	69.144	76.38	77.184	77.184	76.38	76.38	76.38	74.772	75.576	79.596	80.4	80.4	77.184	73.164	66.732	58.692	50.652
88.038	82.782	78.84	77.526	77.526	78.84	97.236	113.004	124.83	126.144	126.144	124.83	124.83	124.83	122.202	123.516	130.086	131.4	131.4	126.144	119.574	109.062	95.922	82.782
67	63	60	59	59	60	74	86	95	96	96	95	95	95	93	94	99	100	100	96	91	83	73	63
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223.11	209.79	199.8	196.47	196.47	199.8	246.42	286.38	316.35	319.68	319.68	316.35	316.35	316.35	309.69	313.02	329.67	333	333	319.68	303.03	276.39	243.09	209.79
50.317	47.313	45.06	44.309	44.309	45.06	55.574	64.586	71.345	72.096	72.096	71.345	71.345	71.345	69.843	70.594	74.349	75.1	75.1	72.096	68.341	62.333	54.823	47.313
35.577	33.453	31.86	31.329	31.329	31.86	39.294	45.666	50.445	50.976	50.976	50.445	50.445	50.445	49.383	49.914	52.569	53.1	53.1	50.976	48.321	44.073	38.763	33.453
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
