0	5	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
3	5	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
5	5	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
7	150	300	0	0	12.8875	440	6.78	8	8	150	300	300	150
7	100	300	0	0	12.8875	110	6.78	8	8	150	300	300	150
11	10	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
14	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
17	5	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
18	5	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
23	100	300	0	0	12.8875	100	6.78	8	8	150	300	300	150
24	100	350	0	0	10.76	100	32.96	8	8	175	350	350	175
25	8	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
26	8	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
30	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
31	8	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
33	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
35	8	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
39	8	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
41	25	100	0	0	17.82	59	10.15	5	5	50	100	100	50
45	50	250	0	0	12.3299	100	28	8	8	125	250	250	125
48	50	250	0	0	12.3299	100	28	8	8	125	250	250	125
53	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
54	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
55	50	200	0	0	13.29	100	39	8	8	100	200	200	100
58	50	200	0	0	13.29	100	39	8	8	100	200	200	100
60	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
61	100	420	0	0	8.3391	250	64.16	10	10	210	420	420	210
64	100	420	0	0	8.3391	250	64.16	10	10	210	420	420	210
65	80	300	0	0	12.8875	100	6.78	8	8	150	300	300	150
68	30	80	0	0	15.4708	45	74.33	4	4	40	80	80	40
69	10	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
71	5	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
72	5	20	0	0	37.6968	30	17.95	1	1	10	20	20	10
73	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
75	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
76	150	300	0	0	12.8875	440	6.78	8	8	150	300	300	150
79	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
84	10	30	0	0	26.2438	40	31.67	1	1	15	30	30	15
86	100	300	0	0	10.76	440	32.96	8	8	150	300	300	150
88	50	200	0	0	12.8875	400	6.78	8	8	100	200	200	100
89	8	20	0	0	37.6968	30	17.95	1	1	10	20	20	10
90	20	50	0	0	22.9423	45	58.81	1	1	25	50	50	25
91	100	300	0	0	12.8875	100	6.78	8	8	150	300	300	150
98	100	300	0	0	12.8875	100	6.78	8	8	150	300	300	150
99	100	300	0	0	12.8875	110	6.78	8	8	150	300	300	150
102	8	20	0	0	37.6968	30	17.95	1	1	10	20	20	10
103	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
104	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
106	8	20	0	0	37.6968	30	17.95	1	1	10	20	20	10
109	25	50	0	0	22.9423	45	58.81	2	2	25	50	50	25
110	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
111	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
112	25	100	0	0	17.82	50	10.15	5	5	50	100	100	50
115	25	50	0	0	22.9423	45	58.81	2	2	25	50	50	25
