0	1	-7142.857143	175	200
0	2	-473.9336493	175	220
0	4	-1176.470588	175	220
1	3	-787.4015748	175	220
1	5	-520.8333333	175	220
2	8	-840.3361345	175	220
2	23	-1190.47619	400	600
3	8	-961.5384615	175	220
4	9	-1136.363636	175	220
5	9	-1639.344262	175	200
6	7	-1639.344262	175	220
6	26	-621.1180124	175	220
7	8	-606.0606061	175	220
7	9	-606.0606061	175	220
8	10	-1190.47619	400	600
8	11	-1190.47619	400	600
9	10	-1190.47619	400	600
9	11	-1190.47619	400	600
10	13	-2380.952381	500	625
11	12	-2083.333333	500	625
11	22	-1030.927835	500	625
12	22	-1149.425287	500	625
12	38	-1333.333333	500	625
13	15	-1694.915254	350	437.5
14	15	-5882.352941	500	625
14	20	-2040.816327	500	625
14	20	-2040.816327	500	625
14	23	-1923.076923	500	625
15	16	-3846.153846	500	625
15	18	-4347.826087	500	625
16	17	-7142.857143	500	625
16	21	-952.3809524	500	625
17	20	-3846.153846	500	625
17	20	-3846.153846	500	625
18	19	-2500	500	625
18	19	-2500	500	625
19	22	-4545.454545	500	625
19	22	-4545.454545	500	625
20	21	-1470.588235	500	625
22	40	-1351.351351	500	625
24	25	-7142.857143	175	200
24	26	-473.9336493	175	220
24	28	-1176.470588	175	220
25	27	-787.4015748	175	220
25	29	-520.8333333	175	220
26	32	-840.3361345	175	220
26	47	-1190.47619	400	600
27	32	-961.5384615	175	220
28	33	-1136.363636	175	220
29	33	-1639.344262	175	200
30	31	-1639.344262	175	220
31	32	-606.0606061	175	220
31	33	-606.0606061	175	220
32	34	-1190.47619	400	600
32	35	-1190.47619	400	600
33	34	-1190.47619	400	600
33	35	-1190.47619	400	600
34	37	-2380.952381	500	625
35	36	-2083.333333	500	625
35	46	-1030.927835	500	625
36	46	-1149.425287	500	625
37	39	-1694.915254	350	437.5
38	39	-5882.352941	500	625
38	44	-2040.816327	500	625
38	44	-2040.816327	500	625
38	47	-1923.076923	500	625
39	40	-3846.153846	500	625
39	42	-4347.826087	500	625
40	41	-7142.857143	500	625
40	45	-952.3809524	500	625
41	44	-3846.153846	500	625
41	44	-3846.153846	500	625
42	43	-2500	500	625
42	43	-2500	500	625
43	46	-4545.454545	500	625
43	46	-4545.454545	500	625
44	45	-1470.588235	500	625
48	49	-7142.857143	175	200
48	50	-473.9336493	175	220
48	52	-1176.470588	175	220
49	51	-787.4015748	175	220
49	53	-520.8333333	175	220
50	56	-840.3361345	175	220
50	71	-1190.47619	400	600
51	56	-961.5384615	175	220
52	57	-1136.363636	175	220
53	57	-1639.344262	175	200
54	55	-1639.344262	175	220
55	56	-606.0606061	175	220
55	57	-606.0606061	175	220
56	58	-1190.47619	400	600
56	59	-1190.47619	400	600
57	58	-1190.47619	400	600
57	59	-1190.47619	400	600
58	61	-2380.952381	500	625
59	60	-2083.333333	500	625
59	70	-1030.927835	500	625
60	70	-1149.425287	500	625
61	63	-1694.915254	350	437.5
62	63	-5882.352941	500	625
62	68	-2040.816327	500	625
62	68	-2040.816327	500	625
62	71	-1923.076923	500	625
63	64	-3846.153846	500	625
63	66	-4347.826087	500	625
64	65	-7142.857143	500	625
64	69	-952.3809524	500	625
65	68	-3846.153846	500	625
65	68	-3846.153846	500	625
66	67	-2500	500	625
66	67	-2500	500	625
67	70	-4545.454545	500	625
67	70	-4545.454545	500	625
68	69	-1470.588235	500	625
72	20	-1030.927835	500	625
65	46	-961.5384615	500	625
70	72	-11111.11111	722	893
