10	70	400	0	0	118	40346	588	6	4	109	109	109	18
16	120	720	0	0	49	100926	3130	15	9	160	160	160	27
17	120	1080	0	0	98	43953	6847	168	168	237	237	237	39
18	120	2520	0	0	129	22413	690	24	84	264	264	264	44
29	70	400	0	0	158	40346	588	6	4	109	109	109	18
30	70	800	0	0	166	97718	685	24	84	177	177	177	29
31	150	1000	0	0	71	40698	6340	168	168	233	233	233	39
41	70	200	0	0	102	0	0	1	1	200	200	200	140
42	70	410	0	0	148	33929	809	8	7	104	104	104	17
43	70	410	0	0	75	33929	809	8	7	104	104	104	17
44	70	410	0	0	86	33929	809	8	7	104	104	104	17
45	39	42	0	0	0	4763	130	15	9	19	19	19	3
63	145	650	0	0	69	584	2826	8	7	147	147	147	25
64	145	450	0	0	82	21530	2555	8	7	118	118	118	20
67	220	750	0	0	82	65111	700	6	4	186	186	186	31
83	140	225	0	0	59	44483	463	24	84	94	94	94	16
84	140	225	0	0	86	44483	463	24	84	94	94	94	16
85	40	120	0	0	101	6994	360	6	4	58	58	58	10
86	40	120	0	0	122	6994	360	6	4	58	58	58	10
93	80	120	0	0	97	6994	360	6	4	58	58	58	10
95	50	110	0	0	107	11031	884	15	9	35	35	35	6
97	83	88	0	0	0	684	3830	8	7	23	23	23	4
103	160	400	0	0	152	40346	588	6	4	109	109	109	18
104	140	225	0	0	108	44483	463	24	84	94	94	94	16
105	160	430	0	0	104	35584	848	15	9	240	240	240	40
109	80	250	0	0	0	49425	514	15	9	75	75	75	13
110	80	250	0	0	0	49425	514	15	9	75	75	75	13
111	40	360	0	0	136	16560	2400	15	9	186	186	186	31
123	20	110	0	0	157	11031	884	15	9	35	35	35	6
124	45	125	0	0	84	2334	937	5	3	40	40	40	7
125	70	860	0	0	171	35000	5452	8	7	188	188	188	31
127	70	690	0	0	81	96721	3000	24	84	155	155	155	26
131	70	1060	0	0	148	43140	6720	168	168	237	237	237	39
132	70	600	0	0	159	84105	2609	15	9	128	128	128	21
139	70	600	0	0	147	84105	2609	15	9	128	128	128	21
140	70	200	0	0	96	0	0	1	1	200	200	200	140
176	70	600	0	0	0	84105	2609	15	9	128	128	128	21
177	70	200	0	0	0	0	0	1	1	200	200	200	140
180	0	0	1	0	0	0	0	1	1	0	0	0	0
181	174	175	0	0	0	33325	125	6	4	65	65	65	11
182	306	308	0	0	0	18621	2481	6	4	92	92	92	15
184	0	0	1	0	0	0	0	1	1	0	0	0	0
185	0	0	1	0	0	0	0	1	1	0	0	0	0
186	0	0	1	0	0	0	0	1	1	0	0	0	0
192	90	95	0	0	0	2716	763	15	9	58	58	58	10
196	1	1	0	0	0	0	0	1	1	1	1	1	1
198	1	1	0	0	0	0	0	1	1	1	1	1	1
205	14	15	0	0	0	0	0	1	1	15	15	15	17
213	10	11	0	0	0	6695	1634	1	1	10	10	10	2
264	2	3	0	0	0	8333	1667	1	1	3	3	3	9
269	6	6	0	0	0	20000	4000	1	1	6	6	6	9
277	67	70	0	0	0	7900	215	15	9	17	17	17	3
278	57	60	0	0	0	554	184	15	9	18	18	18	3
279	57	60	0	0	0	554	184	15	9	18	18	18	3
281	114	120	0	0	0	6994	360	6	4	58	58	58	10
282	38	40	0	0	0	0	0	1	1	40	40	40	28
289	2	3	0	0	0	8333	1667	1	1	3	3	3	9
294	2	2	0	0	0	1340	1333	1	1	2	2	2	0
314	1	2	0	0	0	5000	1000	1	1	2	2	2	8
328	42	44	0	0	0	3929	933	3	2	44	44	44	32
329	42	44	0	0	0	3929	933	3	2	44	44	44	32
330	42	44	0	0	0	3929	933	3	2	44	44	44	32
331	41	43	0	0	0	4853	132	15	9	43	43	43	11
334	1	2	0	0	0	5000	1000	1	1	2	2	2	8
346	70	200	0	0	135	0	0	1	1	200	200	200	140
347	10	10	0	0	0	0	0	1	1	10	10	10	7
359	1	2	0	0	0	5000	1000	1	1	2	2	2	8
365	5	5	0	0	0	17000	3400	1	1	5	5	5	2
382	8	8	0	0	0	903	25	15	9	8	8	8	10
383	8	8	0	0	0	903	25	15	9	8	8	8	10
385	6	6	0	0	0	20000	4000	1	1	6	6	6	9
390	4	5	0	0	0	0	0	1	1	5	5	5	3
395	10	10	0	0	0	0	0	1	1	10	10	10	7
404	3	3	0	0	0	268	64	2	2	3	3	3	34
426	3	3	0	0	0	0	0	1	1	3	3	3	2
444	1	1	0	0	0	0	0	1	1	1	1	1	1
451	4	5	0	0	0	0	0	1	1	5	5	5	3
482	1	1	0	0	0	0	0	1	1	1	1	1	1
492	2	2	0	0	0	1340	1333	1	1	2	2	2	0
493	222	234	0	0	0	51037	701	6	4	70	70	70	12
494	222	234	0	0	0	51037	701	6	4	70	70	70	12
514	109	115	0	0	0	18208	862	5	3	115	115	115	24
515	109	115	0	0	0	18208	862	5	3	115	115	115	24
525	6	6	0	0	0	20000	4000	1	1	6	6	6	9
536	6	6	0	0	0	20000	4000	1	1	6	6	6	9
537	3	4	0	0	0	11667	2334	1	1	4	4	4	6
556	3	3	0	0	0	9000	1800	1	1	3	3	3	10
580	2	2	0	0	0	0	0	1	1	2	2	2	1
584	3	3	0	0	0	9000	1800	1	1	3	3	3	10
585	4	4	0	0	0	13333	2667	1	1	4	4	4	5
